"Source Title";"Scopus Source ID";"MCQ";"p_issn";"e_issn";"Top 10%";"10% - 35%";"35% - 60%";"60% - 80%";"Bottom 20%"
"Hacettepe Journal of Mathematics and Statistics";19400157155;0,164075993091537;"13035010";"2651477X";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Hiroshima Mathematical Journal";19300156905;0,276595744680851;"00182079";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Hokkaido Mathematical Journal";19900193823;0,28448275862069;"03854035";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Homology, Homotopy and Applications";145269;0,575916230366492;"15320073";"15320081";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Houston Journal of Mathematics";23131;0,363636363636364;"03621588";0;"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Illinois Journal of Mathematics";23172;0,581632653061224;"00192082";0;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Indagationes Mathematicae";23176;0,575903614457831;"00193577";0;"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Indian Journal of Mathematics";21100235837;0,125;"00195324";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"Indiana University Mathematics Journal";23194;1,36516853932584;"00222518";0;1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Integral Equations and Operator Theory";23228;0,798969072164948;"0378620X";"14208989";5;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Integral Transforms and Special Functions";23229;0,492268041237113;"10652469";"14768291";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"International Journal of Algebra and Computation";23230;0,538461538461538;"02181967";0;"NO Top 10%";6;1;0;"NO Bottom 20%"
"International Journal of Group Theory";21100329547;0,201754385964912;"22517650";"22517669";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"International Journal of Mathematics";23244;0,620355411954766;"0129167X";0;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"International Journal of Number Theory";11700154720;0,519230769230769;"17930421";0;"NO Top 10%";10;1;0;"NO Bottom 20%"
"International Mathematics Research Notices";23261;1,19302152932443;"10737928";"16870247";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Inventiones Mathematicae";23262;3,58953168044077;"00209910";"14321297";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Iranian Journal of Mathematical Sciences and Informatics";21100198728;0,116071428571429;"17354463";"20089473";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";9;0
"Israel Journal of Mathematics";23270;0,830073349633252;"00212172";"15658511";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Italian Journal of Pure and Applied Mathematics";19900192426;0,075187969924812;"11268042";"22390227";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Izvestiya Mathematics";23294;0,587755102040816;"10645632";"14684810";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Japanese Journal of Mathematics";4700152846;1,29032258064516;"02892316";"18613624";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal de Theorie des Nombres de Bordeaux";19900192727;0,327014218009479;"12467405";"21188572";"NO Top 10%";"NO 10% - 35%";8;1;0
"Journal fur die Reine und Angewandte Mathematik";23796;1,53012048192771;"00754102";"14355345";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Algebra";23814;0,74296205630355;"00218693";"1090266X";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Algebra and its Applications";11800154589;0,482625482625483;"02194988";0;"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Journal of Algebraic Combinatorics";23816;0,771883289124668;"09259899";"15729192";8;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Applied Mathematics";144917;0,11006711409396;"1110757X";"16870042";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";11;0
"Journal of Combinatorial Mathematics and Combinatorial Computing";19700186819;0,125;"08353026";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"Journal of Combinatorial Theory - Series A";40107;1,12962962962963;"00973165";"10960899";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Combinatorial Theory. Series B";23844;1,28228228228228;"00958956";"10960902";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Commutative Algebra";21100228023;0,401408450704225;"19390807";"19392346";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Journal of Difference Equations and Applications";23872;0,504780114722753;"10236198";"15635120";"NO Top 10%";21;1;0;"NO Bottom 20%"
"Journal of Formalized Reasoning";21100262198;0,545454545454545;"19725787";"19725787";"NO Top 10%";4;1;0;"NO Bottom 20%"
"Journal of Group Theory";23910;0,539007092198582;"14335883";"14354446";"NO Top 10%";5;1;0;"NO Bottom 20%"
"Journal of Integer Sequences";23914;0,329081632653061;"15307638";"15307638";"NO Top 10%";"NO 10% - 35%";6;1;0
"Journal of Knot Theory and its Ramifications";23921;0,42015503875969;"02182165";0;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Journal of Lie Theory";23933;0,397058823529412;"09495932";0;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Journal of Mathematical Analysis and Applications";23935;0,940980187695516;"0022247X";"10960813";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Mathematical Physics";28544;0,614452798663325;"00222488";"10897658";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Mathematical Sciences (Japan)";21100203913;0,586666666666667;"13405705";0;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Noncommutative Geometry";17800156749;0,761904761904762;"16616952";"16616960";53;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Number Theory";23961;0,631313131313131;"0022314X";"10961658";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Operator Theory";23965;0,663793103448276;"03794024";"18417744";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Pure and Applied Algebra";23968;0,745714285714286;"00224049";0;"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Symbolic Computation";28503;0,582172701949861;"07477171";"1095855X";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of the American Mathematical Society";24668;5,22480620155039;"08940347";"10886834";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of the Australian Mathematical Society";25255;0,643776824034335;"14467887";"14468107";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of the European Mathematical Society";26447;2,28712871287129;"14359855";"14359863";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of the Indian Mathematical Society";21100259506;0,065359477124183;"00195839";"24556475";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Journal of the Institute of Mathematics of Jussieu";5800228226;1,08461538461538;"14747480";"14753030";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of the Korean Mathematical Society";145254;0,413875598086124;"03049914";"22343008";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Journal of the London Mathematical Society";24483;1,21641791044776;"00246107";"14697750";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of the Mathematical Society of Japan";25058;0,801857585139319;"00255645";"18811167";5;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of the Ramanujan Mathematical Society";21100297612;0,271186440677966;"09701249";"23203110";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Kodai Mathematical Journal";19700176234;0,369458128078818;"03865991";"18815472";"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Kragujevac Journal of Mathematics";21100199782;0,211678832116788;"14509628";"24063045";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Kyoto Journal of Mathematics";24453;0,66875;"21562261";"21543321";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Kyushu Journal of Mathematics";7500153108;0,364406779661017;"13406116";0;"NO Top 10%";"NO 10% - 35%";3;0;"NO Bottom 20%"
"Linear Algebra and Its Applications";24475;0,76668101592768;"00243795";0;10;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Linear and Multilinear Algebra";24476;0,742562929061785;"03081087";"15635139";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Lithuanian Mathematical Journal";24478;0,201030927835051;"03631672";"15738825";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Lobachevskii Journal of Mathematics";24479;0,154135338345865;"19950802";"18189962";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Manuscripta Mathematica";24490;0,574358974358974;"00252611";"14321785";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Matematica, Cultura e Societa";21100904887;0;"2499751X";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Matematiche";21100846307;0,189024390243902;"03733505";"20375298";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Matematicki Vesnik";145255;0,167664670658683;"00255165";"24060682";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Mathematica";18300156725;0,04;"12229016";"2601744X";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Mathematica Bohemica";19900192004;0,21978021978022;"08627959";"24647136";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Mathematica Scandinavica";24552;0,545977011494253;"00255521";0;"NO Top 10%";4;1;0;"NO Bottom 20%"
"Mathematica Slovaca";11900154311;0,267326732673267;"01399918";"13372211";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Mathematical Communications";19500157817;0,258333333333333;"13310623";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Mathematical Modelling and Analysis";100147323;0,304526748971193;"13926292";"16483510";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";1;0
"Mathematical Modelling of Natural Phenomena";19900192596;0,446540880503145;"09735348";"17606101";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Mathematical Notes";96933;0,331061343719572;"00014346";"15738876";"NO Top 10%";"NO 10% - 35%";6;1;0
"Mathematical Proceedings of the Cambridge Philosophical Society";25325;0,765676567656766;"03050041";"14698064";13;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Mathematical Reports";21100262314;0,143646408839779;"15823067";"22853898";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Mathematical Research Letters";25055;0,852112676056338;"10732780";"1945001X";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Mathematical Structures in Computer Science";5000157801;0,461538461538462;"09601295";"14698072";"NO Top 10%";"NO 10% - 35%";1;0;"NO Bottom 20%"
"Mathematics Magazine";21100198508;0,05;"0025570X";"19300980";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Mathematics of Computation";25092;1,79545454545455;"00255718";"10886842";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Mathematika";25097;0,737089201877934;"00255793";"20417942";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Mathematische Annalen";25105;1,41608876560333;"00255831";"14321807";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Mathematische Nachrichten";25107;0,806324110671937;"0025584X";"15222616";5;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Mathematische Semesterberichte";11200153516;0,0434782608695652;"0720728X";"14321815";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";"NO 60% - 80%";0
"Mathematische Zeitschrift";25123;0,978185993111366;"00255874";"14328232";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Mediterranean Journal of Mathematics";145249;0,576288659793814;"16605446";"16605454";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Memoirs of the American Mathematical Society";24671;2,90963855421687;"00659266";"19476221";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
